city,size_sqm,rooms,age_years,floor,has_balcony,has_parking,has_elevator,distance_cbd_km,district_score,price_per_sqm,total_price_eur,monthly_rent_eur,city_encoded
Munich,25.0,1,50,2,1,1,0,34.36,4.16,8270.35,206800.0,738.0,6
Hamburg,67.6,2,66,9,0,0,1,5.91,1.19,6824.96,461300.0,1647.0,4
Berlin,81.0,3,75,9,0,0,1,14.01,9.79,5797.49,469800.0,1678.0,0
Düsseldorf,46.2,2,47,8,1,1,1,6.87,1.6,6757.71,312400.0,1116.0,2
Leipzig,84.7,3,16,3,0,1,0,16.58,9.08,3735.04,316200.0,1129.0,5
Leipzig,69.9,2,6,6,1,0,1,10.21,3.82,4118.83,287900.0,1028.0,5
Cologne,118.9,4,12,8,0,0,1,8.24,6.29,7009.04,833300.0,2976.0,1
Berlin,114.3,4,65,1,0,0,0,6.66,7.11,3487.12,398700.0,1424.0,0
Cologne,63.4,2,3,1,0,0,0,10.27,2.27,4939.41,312900.0,1118.0,1
Berlin,71.2,2,9,8,0,0,1,4.35,4.99,5129.42,365400.0,1305.0,0
Berlin,73.2,2,16,11,0,0,1,0.81,3.93,6408.42,468800.0,1674.0,0
Munich,63.7,2,51,2,0,0,0,0.5,1.51,9769.18,622400.0,2223.0,6
Frankfurt,79.9,3,5,8,1,1,1,5.22,8.5,9413.74,751900.0,2685.0,3
Cologne,56.0,2,68,4,1,0,1,7.32,1.41,4030.34,225900.0,807.0,1
Cologne,46.7,2,73,5,1,0,1,0.66,6.88,5999.61,280400.0,1001.0,1
Frankfurt,90.6,3,8,1,1,0,0,2.71,3.83,7993.87,724000.0,2586.0,3
Munich,90.7,3,76,7,1,1,1,3.11,2.73,9910.28,899200.0,3212.0,6
Leipzig,54.9,2,20,10,0,0,1,6.62,7.0,3662.21,201000.0,718.0,5
Frankfurt,97.4,3,23,8,1,0,1,2.61,6.17,8541.95,831800.0,2971.0,3
Frankfurt,59.2,2,3,1,0,1,0,0.8,3.84,8220.87,486800.0,1738.0,3
Berlin,81.3,3,23,5,0,1,1,1.44,5.62,7008.68,570000.0,2036.0,0
Stuttgart,95.5,3,58,5,0,1,1,1.53,3.22,6185.24,590700.0,2110.0,7
Cologne,74.2,2,2,7,0,1,1,14.8,8.77,7986.0,592200.0,2115.0,1
Munich,86.4,3,67,9,1,1,1,2.68,3.82,10199.69,880900.0,3146.0,6
Berlin,62.1,2,39,11,0,1,1,10.03,3.21,4979.62,309200.0,1104.0,0
Cologne,70.1,2,47,4,1,0,1,6.71,7.77,5425.17,380200.0,1358.0,1
Hamburg,69.9,2,53,8,1,0,1,30.19,1.16,4018.86,280700.0,1003.0,4
Munich,56.3,2,34,0,1,0,0,2.55,3.41,9282.89,523000.0,1868.0,6
Leipzig,70.6,2,55,8,1,0,1,1.38,4.38,3674.18,259300.0,926.0,5
Berlin,36.3,1,39,9,0,0,1,0.5,8.94,7573.26,274800.0,981.0,0
Frankfurt,62.7,2,76,6,1,0,1,2.21,9.55,6895.68,432500.0,1545.0,3
Leipzig,67.9,2,67,3,1,1,0,9.22,7.45,2545.81,172800.0,617.0,5
Frankfurt,68.6,2,45,2,0,0,0,0.71,5.43,6990.09,479500.0,1712.0,3
Hamburg,69.0,2,77,9,0,0,1,2.25,6.77,5976.44,412200.0,1472.0,4
Frankfurt,73.5,2,12,10,1,1,1,15.47,4.73,7260.3,533300.0,1905.0,3
Munich,87.0,3,26,5,0,0,1,7.0,3.69,9985.88,868600.0,3102.0,6
Leipzig,96.9,3,5,11,0,0,1,0.58,9.56,5682.44,550400.0,1966.0,5
Frankfurt,58.8,2,16,0,0,0,0,0.5,2.04,7338.04,431200.0,1540.0,3
Düsseldorf,44.9,1,35,2,1,1,0,0.5,4.12,6985.43,313800.0,1121.0,2
Munich,48.9,2,1,1,1,0,0,22.76,9.09,10749.18,526200.0,1879.0,6
Munich,62.8,2,76,10,1,1,1,15.17,7.51,9893.3,621500.0,2220.0,6
Berlin,66.2,2,51,8,1,0,1,14.91,1.26,4735.21,313500.0,1120.0,0
Hamburg,55.8,2,65,2,0,0,0,20.64,1.21,4100.54,228600.0,816.0,4
Munich,42.6,1,51,1,1,0,0,5.63,5.65,9828.63,418700.0,1495.0,6
Düsseldorf,63.6,2,42,3,0,1,0,2.27,5.36,6535.15,415600.0,1484.0,2
Frankfurt,79.5,3,21,1,1,1,0,4.1,4.99,8128.01,646500.0,2309.0,3
Leipzig,89.9,3,54,0,0,1,0,10.15,3.72,2593.1,233100.0,832.0,5
Berlin,61.1,2,66,5,1,1,1,16.7,9.88,6432.79,392800.0,1403.0,0
Düsseldorf,64.7,2,59,9,0,0,1,4.57,3.45,5925.98,383300.0,1369.0,2
Cologne,51.8,2,57,7,0,1,1,6.13,5.41,5410.85,280500.0,1002.0,1
Cologne,74.2,2,11,9,0,0,1,21.48,4.64,6431.54,477300.0,1705.0,1
Stuttgart,53.8,2,68,9,1,1,1,0.91,2.53,6210.79,334100.0,1193.0,7
Cologne,89.3,3,38,1,1,0,0,15.86,2.82,4250.2,379700.0,1356.0,1
Hamburg,30.4,1,12,8,0,0,1,1.39,9.26,8194.21,248700.0,888.0,4
Berlin,66.0,2,40,2,1,0,0,5.29,8.72,6297.4,415700.0,1485.0,0
Berlin,82.5,3,56,7,1,0,1,1.97,2.79,6176.87,509800.0,1821.0,0
Düsseldorf,79.6,3,52,11,1,0,1,7.39,8.88,5918.71,471100.0,1683.0,2
Hamburg,142.3,5,11,7,1,1,1,6.54,2.88,7637.1,1087000.0,3882.0,4
Stuttgart,83.7,3,12,2,1,0,0,3.82,6.64,7895.02,661200.0,2361.0,7
Frankfurt,49.9,2,73,2,1,0,0,15.92,1.73,4296.49,214400.0,766.0,3
Berlin,72.6,2,56,11,1,1,1,8.63,8.92,6678.74,485000.0,1732.0,0
Berlin,30.6,1,39,5,1,0,1,10.22,1.46,3757.11,114900.0,411.0,0
Cologne,73.0,2,79,0,0,1,0,1.31,5.99,5381.26,392800.0,1403.0,1
Frankfurt,54.2,2,44,3,1,0,0,17.18,8.02,6697.74,362800.0,1296.0,3
Munich,97.9,3,34,0,1,1,0,1.46,2.05,11994.85,1174100.0,4193.0,6
Frankfurt,61.3,2,2,2,0,0,0,2.02,4.64,8276.63,507000.0,1811.0,3
Berlin,72.1,2,4,8,0,0,1,1.1,1.38,4568.81,329300.0,1176.0,0
Hamburg,59.1,2,10,4,0,0,1,4.64,7.14,7849.72,464000.0,1657.0,4
Munich,118.5,4,70,11,0,0,1,17.49,3.77,8783.18,1040600.0,3716.0,6
Stuttgart,67.0,2,55,4,1,1,1,2.33,6.03,6742.12,451500.0,1613.0,7
Munich,120.8,4,9,10,0,0,1,3.74,9.39,11419.56,1379600.0,4927.0,6
Frankfurt,95.4,3,33,3,1,0,0,14.97,3.75,6057.25,577600.0,2063.0,3
Berlin,87.1,3,66,2,0,0,0,7.69,1.44,3819.49,332500.0,1187.0,0
Berlin,84.2,3,71,4,1,1,1,11.14,7.08,4367.98,367900.0,1314.0,0
Frankfurt,84.8,3,30,10,0,0,1,1.93,8.08,8103.66,687600.0,2456.0,3
Frankfurt,26.8,1,74,3,1,1,0,10.08,9.62,7866.81,210900.0,753.0,3
Hamburg,68.0,2,70,7,1,0,1,2.07,2.42,6088.11,414200.0,1479.0,4
Munich,96.1,3,65,3,0,0,0,34.94,4.53,6212.08,597200.0,2133.0,6
Cologne,73.8,2,69,10,1,0,1,6.57,8.6,5178.43,382100.0,1364.0,1
Düsseldorf,39.9,1,40,11,1,1,1,9.52,8.26,7583.37,302400.0,1080.0,2
Cologne,73.7,2,62,7,1,1,1,1.01,6.62,6752.78,497600.0,1777.0,1
Berlin,117.6,4,31,5,1,0,1,2.31,3.42,6283.12,738900.0,2639.0,0
Frankfurt,106.2,4,19,11,1,0,1,1.2,3.56,8208.04,871500.0,3112.0,3
Berlin,73.4,2,56,10,0,1,1,3.96,2.12,5321.83,390900.0,1396.0,0
Munich,98.8,3,49,4,1,0,1,2.67,9.3,11065.9,1093200.0,3904.0,6
Leipzig,65.8,2,79,3,1,0,0,10.56,2.56,1500.0,98800.0,395.0,5
Berlin,32.4,1,24,3,1,0,0,0.92,6.16,7568.49,245200.0,876.0,0
Frankfurt,51.9,2,11,11,0,0,1,11.16,6.26,8428.96,437400.0,1562.0,3
Hamburg,114.1,4,70,3,0,0,0,0.5,4.33,6196.16,706800.0,2524.0,4
Cologne,68.2,2,38,10,0,0,1,1.81,4.17,5836.12,397700.0,1420.0,1
Hamburg,68.9,2,16,8,0,0,1,12.56,7.02,8100.65,558300.0,1994.0,4
Berlin,67.5,2,44,3,0,1,0,10.86,4.49,4779.6,322600.0,1152.0,0
Munich,122.6,4,10,11,0,0,1,5.18,3.3,11057.45,1355700.0,4842.0,6
Frankfurt,115.6,4,69,8,0,1,1,0.5,4.59,7021.78,812100.0,2900.0,3
Berlin,130.5,4,22,9,1,0,1,7.53,8.27,6026.69,786300.0,2808.0,0
Munich,71.0,2,69,5,0,1,1,4.18,9.7,10446.51,742000.0,2650.0,6
Berlin,82.4,3,37,9,1,0,1,3.04,6.72,6309.02,519800.0,1856.0,0
Berlin,37.1,1,1,6,0,1,1,8.18,8.04,7124.53,264200.0,944.0,0
Frankfurt,111.9,4,78,11,0,0,1,4.59,5.8,7690.09,860700.0,3074.0,3
Berlin,45.8,2,71,9,0,1,1,0.78,6.62,6485.37,297100.0,1061.0,0
Hamburg,80.4,3,36,2,0,0,0,19.81,9.89,7094.64,570500.0,2038.0,4
Cologne,47.6,2,48,7,1,0,1,12.06,4.95,4780.0,227400.0,812.0,1
Stuttgart,60.3,2,51,2,1,1,0,0.5,1.6,5948.37,358600.0,1281.0,7
Munich,54.1,2,32,0,1,0,0,5.96,9.61,11230.62,607200.0,2169.0,6
Berlin,59.8,2,21,9,0,0,1,0.7,8.14,7526.01,450100.0,1607.0,0
Berlin,61.5,2,4,11,0,1,1,14.53,4.58,6370.27,391900.0,1400.0,0
Hamburg,61.3,2,17,4,0,0,1,7.59,9.84,7652.26,469000.0,1675.0,4
Cologne,95.8,3,37,1,0,0,0,1.51,4.11,4729.65,453300.0,1619.0,1
Berlin,47.4,2,36,9,0,1,1,0.5,4.35,6340.62,300400.0,1073.0,0
Düsseldorf,80.5,3,63,5,0,0,1,0.5,6.49,5556.73,447400.0,1598.0,2
Berlin,105.4,4,9,9,0,1,1,5.66,3.47,6499.72,685400.0,2448.0,0
Hamburg,62.2,2,78,8,0,0,1,10.61,7.29,6897.67,428800.0,1532.0,4
Cologne,57.1,2,41,0,0,1,0,1.03,2.38,5456.65,311300.0,1112.0,1
Düsseldorf,69.2,2,47,3,1,0,0,2.0,1.97,4727.43,327300.0,1169.0,2
Cologne,104.5,3,43,0,0,1,0,3.17,5.81,5441.23,568600.0,2031.0,1
Stuttgart,79.9,3,15,0,1,0,0,1.97,6.0,7611.27,607800.0,2171.0,7
Munich,61.7,2,53,7,1,0,1,3.97,1.96,9803.38,605100.0,2161.0,6
Stuttgart,87.1,3,34,10,0,1,1,6.56,9.68,8101.43,705600.0,2520.0,7
Berlin,47.4,2,27,1,1,0,0,9.24,6.16,6386.91,303000.0,1082.0,0
Düsseldorf,92.0,3,1,0,0,1,0,26.54,2.36,4788.59,440700.0,1574.0,2
Hamburg,85.2,3,12,10,1,1,1,21.37,3.8,7101.36,605100.0,2161.0,4
Stuttgart,67.3,2,40,7,1,0,1,6.75,8.2,7620.05,512900.0,1832.0,7
Frankfurt,54.0,2,79,3,1,1,0,10.6,5.71,5687.85,307300.0,1098.0,3
Hamburg,52.8,2,58,2,1,0,0,24.11,2.69,4213.2,222600.0,795.0,4
Hamburg,88.4,3,68,11,1,0,1,0.7,1.93,6201.74,548100.0,1957.0,4
Cologne,105.7,4,52,3,1,0,0,0.5,4.88,6036.8,638200.0,2279.0,1
Berlin,59.1,2,44,10,1,1,1,0.5,4.04,5767.15,340700.0,1217.0,0
Berlin,86.5,3,19,4,1,0,1,6.63,6.9,6532.34,564800.0,2017.0,0
Munich,25.0,1,23,0,1,1,0,11.51,9.33,10621.88,265500.0,948.0,6
Berlin,60.4,2,60,10,0,0,1,3.66,3.23,4654.89,281100.0,1004.0,0
Düsseldorf,74.2,2,57,0,1,1,0,6.3,8.7,6954.27,516200.0,1843.0,2
Munich,52.3,2,26,2,0,0,0,5.81,9.28,9734.94,508700.0,1817.0,6
Leipzig,51.6,2,25,5,0,1,1,0.8,9.12,4984.31,257100.0,918.0,5
Munich,58.3,2,6,0,1,0,0,3.1,9.57,13199.76,769600.0,2624.0,6
Berlin,82.3,3,41,10,0,0,1,0.5,8.58,7612.47,626500.0,2238.0,0
Stuttgart,70.3,2,46,11,0,0,1,0.94,6.34,5915.71,416000.0,1486.0,7
Hamburg,25.0,1,52,1,0,1,0,13.36,4.69,5576.26,139400.0,498.0,4
Frankfurt,25.0,1,58,11,1,0,1,14.15,5.43,6756.38,168900.0,603.0,3
Hamburg,59.8,2,37,6,0,1,1,12.95,8.85,6596.61,394700.0,1410.0,4
Cologne,86.4,3,68,0,0,0,0,10.38,3.71,5052.61,436800.0,1560.0,1
Munich,25.0,1,52,6,1,1,1,12.61,2.43,9302.76,232600.0,831.0,6
Leipzig,62.5,2,14,3,1,0,0,8.89,2.27,3127.12,195500.0,698.0,5
Leipzig,61.8,2,25,9,1,0,1,8.87,8.44,4839.15,299300.0,1069.0,5
Hamburg,109.7,4,47,5,0,0,1,8.81,7.85,7144.24,783800.0,2799.0,4
Berlin,65.4,2,18,7,1,0,1,5.77,5.48,5665.73,370400.0,1323.0,0
Cologne,84.6,3,8,8,0,0,1,3.61,3.47,7049.48,596200.0,2129.0,1
Berlin,78.5,3,63,5,1,1,1,10.48,7.1,5500.52,432000.0,1543.0,0
Berlin,25.0,1,53,11,0,1,1,2.84,1.35,5984.47,149600.0,534.0,0
Munich,94.2,3,50,10,1,1,1,6.26,6.11,10354.12,975400.0,3484.0,6
Frankfurt,80.4,3,38,8,1,0,1,4.54,4.59,6548.36,526400.0,1880.0,3
Düsseldorf,87.7,3,3,3,0,0,0,2.59,9.8,8403.26,737000.0,2632.0,2
Cologne,173.2,6,2,5,1,1,1,29.41,5.57,5699.49,986900.0,3525.0,1
Cologne,25.0,1,63,7,1,0,1,2.4,5.97,6547.97,163700.0,585.0,1
Frankfurt,118.1,4,28,8,1,1,1,2.96,7.41,9619.04,1136200.0,4058.0,3
Munich,67.8,2,10,2,1,0,0,1.41,5.36,10843.73,735400.0,2626.0,6
Munich,82.2,3,57,1,0,1,0,13.85,3.02,8211.48,674800.0,2410.0,6
Leipzig,73.9,2,74,5,0,0,1,7.07,5.84,2652.06,195900.0,700.0,5
Berlin,64.4,2,26,3,1,1,0,7.6,9.5,6910.94,445000.0,1589.0,0
Düsseldorf,60.8,2,20,0,1,0,0,13.74,4.69,5670.81,344500.0,1230.0,2
Hamburg,83.2,3,38,7,1,1,1,3.36,7.12,7128.74,593400.0,2119.0,4
Frankfurt,37.1,1,45,8,0,0,1,1.72,9.8,8265.58,306400.0,1094.0,3
Cologne,93.8,3,65,8,1,1,1,1.77,8.47,7601.27,712700.0,2545.0,1
Frankfurt,64.6,2,35,1,1,1,0,10.55,6.93,7482.63,483300.0,1726.0,3
Düsseldorf,46.7,2,74,8,1,0,1,7.62,7.62,7269.62,339800.0,1214.0,2
Düsseldorf,63.7,2,64,6,0,0,1,1.85,9.43,5964.58,380200.0,1358.0,2
Frankfurt,106.4,4,62,4,1,0,1,1.25,9.64,8279.61,881200.0,3147.0,3
Munich,61.6,2,34,6,0,0,1,1.03,9.72,10628.21,654900.0,2339.0,6
Hamburg,84.0,3,30,8,1,0,1,7.91,6.63,7087.67,595100.0,2125.0,4
Düsseldorf,56.7,2,27,7,1,0,1,0.5,4.46,6411.47,363700.0,1299.0,2
Munich,93.9,3,0,5,1,0,1,0.5,2.2,12231.52,1149100.0,4104.0,6
Hamburg,92.1,3,24,3,1,1,0,3.95,4.47,7459.42,687300.0,2455.0,4
Hamburg,121.2,4,42,0,1,1,0,9.4,9.49,7109.65,861800.0,3078.0,4
Cologne,70.6,2,66,5,1,0,1,9.5,9.01,5657.8,399500.0,1427.0,1
Berlin,91.7,3,62,2,1,1,0,4.5,5.71,5170.99,474300.0,1694.0,0
Cologne,77.5,3,50,5,1,1,1,9.4,5.83,6335.05,490700.0,1752.0,1
Düsseldorf,107.4,4,1,5,1,0,1,5.89,3.78,5613.69,602900.0,2153.0,2
Berlin,57.0,2,63,3,0,0,0,30.15,5.09,1895.19,108100.0,386.0,0
Munich,93.6,3,73,1,1,0,0,1.42,7.43,10275.85,962100.0,3436.0,6
Leipzig,70.1,2,68,8,0,1,1,7.34,4.62,2855.27,200200.0,715.0,5
Berlin,73.4,2,8,1,1,1,0,5.41,2.69,5373.07,394400.0,1408.0,0
Stuttgart,77.3,3,1,2,1,0,0,1.73,5.87,7015.97,542300.0,1937.0,7
Frankfurt,81.3,3,33,9,1,1,1,11.09,3.03,7816.03,635500.0,2270.0,3
Munich,72.1,2,59,0,1,0,0,2.58,9.77,10762.06,775900.0,2771.0,6
Düsseldorf,80.4,3,60,6,1,0,1,3.85,4.51,6459.21,519100.0,1854.0,2
Frankfurt,114.5,4,30,0,1,1,0,3.76,9.19,7795.41,892200.0,3186.0,3
Frankfurt,99.6,3,9,10,0,1,1,2.24,3.03,7635.11,760700.0,2717.0,3
Munich,96.7,3,75,8,1,0,1,4.51,2.7,9858.38,953600.0,3406.0,6
Hamburg,63.6,2,35,10,1,0,1,5.13,6.55,7922.08,503900.0,1800.0,4
Berlin,52.8,2,48,10,1,1,1,10.91,8.01,5750.42,303400.0,1084.0,0
Frankfurt,98.9,3,69,0,0,0,0,11.59,6.1,5658.85,559600.0,1998.0,3
Leipzig,96.9,3,48,4,0,1,1,1.38,3.07,2845.18,275700.0,985.0,5
Munich,111.8,4,2,6,1,0,1,7.19,1.34,9904.66,1107500.0,3955.0,6
Hamburg,59.9,2,73,2,1,0,0,18.12,6.56,5421.39,324700.0,1160.0,4
Munich,69.3,2,4,8,1,0,1,0.92,2.18,11143.25,771800.0,2756.0,6
Cologne,34.0,1,60,7,1,0,1,5.12,4.09,5303.64,180400.0,644.0,1
Berlin,65.2,2,25,2,0,1,0,11.1,7.08,5422.82,353500.0,1263.0,0
Leipzig,99.9,3,71,4,0,0,1,7.56,1.88,2411.67,241000.0,861.0,5
Frankfurt,63.3,2,4,6,1,0,1,0.85,2.15,8069.47,511100.0,1825.0,3
Munich,91.0,3,14,11,1,0,1,4.04,1.55,10230.31,931100.0,3325.0,6
Berlin,70.2,2,15,3,0,0,0,5.66,9.96,5903.32,414600.0,1481.0,0
Berlin,83.1,3,0,4,1,1,1,40.0,4.48,2846.51,236500.0,845.0,0
Frankfurt,46.3,2,15,2,1,1,0,1.57,9.15,9481.42,439100.0,1568.0,3
Munich,77.1,3,36,8,0,0,1,32.33,3.64,8555.39,659900.0,2357.0,6
Stuttgart,25.0,1,2,9,1,1,1,3.77,7.78,8108.3,202700.0,724.0,7
Frankfurt,70.3,2,51,8,1,1,1,1.79,2.97,6907.79,485800.0,1735.0,3
Munich,34.2,1,46,6,1,1,1,4.28,5.48,10259.49,351300.0,1255.0,6
Hamburg,105.1,4,12,9,0,0,1,7.62,8.42,8266.98,869300.0,3105.0,4
Cologne,94.4,3,79,1,1,0,0,1.92,8.35,5157.58,487100.0,1739.0,1
Berlin,86.7,3,54,6,0,0,1,2.76,8.15,5444.63,471900.0,1685.0,0
Berlin,113.0,4,20,6,0,1,1,15.42,8.41,5890.84,665800.0,2378.0,0
Berlin,51.3,2,65,10,1,1,1,40.0,2.9,2553.07,130900.0,468.0,0
Cologne,118.7,4,53,4,1,0,1,3.06,5.34,5971.04,708700.0,2531.0,1
Cologne,98.3,3,26,8,1,0,1,1.29,5.36,6513.25,640300.0,2287.0,1
Frankfurt,69.1,2,37,11,1,0,1,12.61,9.01,7762.29,536300.0,1915.0,3
Stuttgart,103.4,3,57,10,0,0,1,7.34,3.67,4566.62,472100.0,1686.0,7
Stuttgart,47.3,2,61,2,0,1,0,0.85,9.38,7540.72,357000.0,1275.0,7
Hamburg,54.4,2,45,3,1,0,0,23.47,5.06,5444.49,296100.0,1058.0,4
Düsseldorf,59.8,2,10,0,0,0,0,0.65,7.03,7799.68,466300.0,1665.0,2
Munich,61.8,2,71,5,1,1,1,7.85,3.42,9681.92,598100.0,2136.0,6
Berlin,48.6,2,7,3,0,0,0,4.41,4.69,5643.54,274200.0,979.0,0
Munich,105.6,4,70,0,0,1,0,6.51,7.39,8577.73,905600.0,3234.0,6
Berlin,68.5,2,63,1,1,0,0,1.92,5.61,4040.92,276900.0,989.0,0
Hamburg,83.8,3,20,2,1,0,0,9.32,9.38,8331.09,698300.0,2494.0,4
Düsseldorf,60.7,2,71,8,0,0,1,25.7,7.63,4593.46,279000.0,996.0,2
Berlin,29.5,1,62,7,0,1,1,4.91,6.08,6367.08,187700.0,670.0,0
Berlin,81.8,3,63,6,1,0,1,5.92,8.98,6315.46,516300.0,1844.0,0
Frankfurt,27.2,1,19,10,1,0,1,2.19,6.99,8542.04,232300.0,830.0,3
Düsseldorf,73.3,2,7,11,0,1,1,17.8,6.83,5320.99,389900.0,1393.0,2
Munich,40.8,1,57,3,1,0,0,28.37,3.22,7668.08,312800.0,1117.0,6
Frankfurt,124.7,4,45,0,1,0,0,12.35,4.55,5632.38,702300.0,2508.0,3
Berlin,97.8,3,30,7,1,0,1,6.26,7.15,6065.52,593100.0,2118.0,0
Berlin,77.6,3,8,3,1,0,0,25.13,9.03,5335.19,414200.0,1479.0,0
Leipzig,106.6,4,14,2,1,1,0,1.34,3.84,4097.88,436800.0,1560.0,5
Leipzig,53.8,2,25,8,0,1,1,5.21,2.94,3467.33,186700.0,667.0,5
Berlin,88.6,3,9,9,0,1,1,6.17,6.34,6515.83,577200.0,2061.0,0
Leipzig,80.0,3,28,3,1,1,0,5.42,1.6,2261.8,180900.0,646.0,5
Hamburg,81.6,3,79,3,1,0,0,12.97,7.43,5191.52,423600.0,1513.0,4
Düsseldorf,106.8,4,35,8,1,1,1,8.88,7.33,6409.87,684600.0,2445.0,2
Frankfurt,93.3,3,36,11,1,0,1,1.08,4.19,7884.86,735800.0,2628.0,3
Frankfurt,82.2,3,70,10,0,0,1,3.4,9.03,7045.63,579300.0,2069.0,3
Frankfurt,33.6,1,22,11,1,0,1,3.31,5.52,8085.01,271900.0,971.0,3
Cologne,51.0,2,40,1,0,0,0,6.67,6.81,5095.49,259900.0,928.0,1
Berlin,71.9,2,79,11,1,1,1,2.76,2.89,6487.62,466700.0,1667.0,0
Berlin,77.3,3,27,4,0,0,1,1.0,4.76,6244.0,482900.0,1725.0,0
Munich,46.7,2,47,3,1,0,0,8.48,8.76,10042.23,469400.0,1677.0,6
Cologne,135.3,5,37,8,1,0,1,15.23,2.92,5161.81,698400.0,2494.0,1
Munich,112.9,4,30,11,1,0,1,21.46,4.52,9838.36,1110800.0,3967.0,6
Cologne,90.1,3,13,4,0,0,1,28.77,3.86,4180.23,376400.0,1344.0,1
Leipzig,76.8,3,72,8,0,1,1,12.15,2.36,1648.17,126600.0,461.0,5
Berlin,69.7,2,76,10,0,0,1,1.2,3.61,4698.83,327500.0,1170.0,0
Cologne,51.2,2,28,8,0,1,1,15.34,3.09,4627.98,237000.0,846.0,1
Frankfurt,76.9,3,50,1,0,0,0,4.09,9.31,7201.89,554100.0,1979.0,3
Düsseldorf,81.4,3,48,8,1,0,1,10.47,7.67,6191.47,504300.0,1801.0,2
Berlin,44.0,1,42,2,1,1,0,6.06,3.84,5914.69,260000.0,929.0,0
Cologne,83.4,3,71,3,0,1,0,14.11,7.87,4299.31,358400.0,1280.0,1
Stuttgart,71.1,2,4,0,0,0,0,4.43,1.2,5448.6,387500.0,1384.0,7
Leipzig,27.3,1,41,0,0,1,0,0.51,5.74,3459.99,94500.0,337.0,5
Cologne,53.5,2,6,0,1,1,0,6.51,3.25,5767.31,308500.0,1102.0,1
Frankfurt,64.7,2,41,8,1,1,1,1.5,2.03,7552.05,488300.0,1744.0,3
Hamburg,122.2,4,35,10,0,1,1,26.94,8.95,6784.21,829000.0,2961.0,4
Düsseldorf,88.9,3,26,7,0,1,1,5.99,2.79,5830.77,518400.0,1852.0,2
Hamburg,41.6,1,57,4,1,0,1,6.45,8.4,7311.08,304200.0,1087.0,4
Berlin,87.2,3,45,4,0,1,1,19.02,4.72,4413.84,384700.0,1374.0,0
Düsseldorf,36.3,1,65,8,0,0,1,7.84,1.13,4978.33,180800.0,646.0,2
Cologne,102.1,3,24,2,1,1,0,2.88,7.59,6781.47,692200.0,2472.0,1
Cologne,63.2,2,72,2,0,0,0,2.81,6.37,5436.64,343700.0,1228.0,1
Munich,72.7,2,26,6,0,0,1,5.57,4.1,10241.34,744100.0,2658.0,6
Hamburg,108.1,4,0,8,0,0,1,16.12,3.53,6941.35,750700.0,2681.0,4
Frankfurt,42.8,1,73,5,0,0,1,12.67,1.66,4899.57,209800.0,749.0,3
Hamburg,40.1,1,41,1,1,0,0,26.32,9.47,6012.34,240900.0,860.0,4
Berlin,60.4,2,51,0,1,0,0,0.6,5.45,5521.88,333600.0,1191.0,0
Hamburg,101.0,3,24,1,1,1,0,2.5,1.77,6782.05,684700.0,2445.0,4
Leipzig,37.0,1,53,0,1,1,0,0.67,8.82,5184.32,191900.0,685.0,5
Berlin,25.0,1,66,9,1,0,1,11.12,3.51,6013.82,150300.0,537.0,0
Leipzig,63.7,2,5,9,1,1,1,1.21,2.83,4658.41,296800.0,1060.0,5
Frankfurt,88.8,3,57,8,1,0,1,0.84,3.53,7031.66,624400.0,2230.0,3
Düsseldorf,105.0,4,69,9,1,0,1,6.6,6.08,5631.73,591400.0,2112.0,2
Stuttgart,63.4,2,52,11,1,1,1,4.24,1.67,5680.94,360300.0,1287.0,7
Hamburg,64.7,2,65,7,0,1,1,10.04,5.34,5951.07,385100.0,1375.0,4
Cologne,103.8,3,57,6,1,0,1,5.34,9.06,6764.24,702400.0,2509.0,1
Düsseldorf,28.3,1,1,2,0,0,0,4.43,2.69,6059.09,171200.0,611.0,2
Frankfurt,65.3,2,75,7,1,0,1,4.43,3.98,7813.21,510100.0,1822.0,3
Munich,79.8,3,21,1,1,0,0,16.44,4.57,9021.57,719600.0,2570.0,6
Cologne,86.2,3,36,1,0,0,0,4.02,6.28,5815.63,501500.0,1791.0,1
Stuttgart,62.3,2,19,10,1,1,1,3.24,9.27,8049.06,501100.0,1790.0,7
Cologne,75.9,3,23,9,1,1,1,3.31,4.55,6832.53,518300.0,1851.0,1
Stuttgart,25.0,1,64,2,1,1,0,1.75,1.62,5796.62,144900.0,518.0,7
Frankfurt,58.5,2,64,6,1,0,1,15.77,4.13,4711.76,275800.0,985.0,3
Stuttgart,86.3,3,0,0,1,1,0,1.27,2.71,6791.48,586400.0,2094.0,7
Berlin,50.4,2,2,7,1,0,1,19.14,6.87,6092.15,307300.0,1098.0,0
Hamburg,76.5,3,45,11,1,0,1,2.67,1.26,7223.67,552400.0,1973.0,4
Berlin,86.2,3,54,6,0,0,1,18.37,3.63,2945.9,253900.0,907.0,0
Munich,66.4,2,74,3,0,1,0,12.52,5.91,8567.28,569200.0,2033.0,6
Munich,79.3,3,63,4,1,1,1,6.98,3.5,8163.28,647000.0,2311.0,6
Frankfurt,50.9,2,44,9,1,0,1,8.86,5.96,7444.03,379100.0,1354.0,3
Cologne,69.8,2,25,0,1,0,0,3.15,2.03,6119.67,427400.0,1526.0,1
Frankfurt,90.3,3,76,3,1,0,0,6.83,9.49,7821.05,705900.0,2521.0,3
Frankfurt,78.9,3,64,0,1,1,0,2.77,3.62,7582.75,598500.0,2137.0,3
